1,0,0,0.0001739783055544281,0,0,0,0,0,0,0
2,-0.00208800946682687,-1.416876660536947e-07,0.000174045755597862,0,0,0,0,0,0,0
3,-0.004700474892915087,-3.677302191014821e-07,0.0001743140013667823,0,0,0,0,0,0,0
4,-0.007318360512416834,-5.937727721492679e-07,0.0001747684480529985,0,0,0,0,0,0,0
5,-0.00941826327104453,-5.937727721492679e-07,0.0001752153450516202,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3.423776184437993,27.16735143848928,3.37604433298111e-09,-3.423776184437993,-27.16735143848928,326.0082172590774
0,0,0,0,2,4.369719009987996,23.99920534071862,-338.6139279155759,-4.369719009987996,-23.99920534071862,698.6020080258604
0,0,0,0,3,4.369719009987967,23.99920533993281,-698.6020080373855,-4.369719009987967,-23.99920533993281,1058.590088138124
0,0,0,0,4,0,3.317836672067642e-09,-1079.999999981141,0,-3.317836672067642e-09,1080.000000022817
0,0,0,0,5,-13.18210204321944,0.2350377833065039,12.60828342562497,13.18210204321944,-0.2350377833065039,6.312286743822312
0,0,0,0,6,-11.5874258306487,0.1362720739317749,8.801628431836896,11.5874258306487,-0.1362720739317749,2.898636285818244
0,0,0,0,7,-3.298687184380743,0.2249897328880941,12.60571065640794,3.298687184380743,-0.2249897328880941,6.733815246388573
