1,0.139766099673584,0,0.002636654878536301,0,0,0,0,0,0,0
2,0.07237320097819609,-9.857887075079188e-07,0.002636654878536303,0,0,0,0,0,0,0
3,0.03693613502977399,-1.075779936279254e-06,0.002636748212423112,0,0,0,0,0,0,0
4,-0.03173237735854859,-1.250137942023717e-06,0.002637444380353191,0,0,0,0,0,0,0
5,-0.06591703777206855,-1.250137942023717e-06,0.002637966177288782,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,11.18349519971748,-9.313225746154785e-10,-7.450580596923828e-09,-11.18349519971748,9.313225746154785e-10,-3.725290298461914e-09
0,0,0,0,2,1.94158084806941,29.07353441324085,-6.015730496495962,-1.94158084806941,-29.07353441324085,396.7640330120921
0,0,0,0,3,1.941580848069417,29.07353440811858,-396.7640329813585,-1.941580848069417,-29.07353440811858,1153.838868970051
0,0,0,0,4,-3.552713678800501e-15,3.725290298461914e-09,-1167.599999986589,3.552713678800501e-15,-3.725290298461914e-09,1167.600000016391
0,0,0,0,5,-14.70735086140178,0.08351833481866254,6.967669475355603,14.70735086140178,-0.08351833481866254,3.483814943851827
0,0,0,0,6,-14.48561951551001,0.0803324226365596,6.793461556425461,14.48561951551001,-0.0803324226365596,3.335960024273512
0,0,0,0,7,30.50703161421983,0.0663772529839175,6.015730529844276,-30.50703161421983,-0.0663772529839175,2.694293011383138
