1,0.008981353965666386,0,0.0001322262295105146,0,0,0,0,0,0,0
2,0.005612915578227878,-1.540540826235216e-06,0.0001313448493187897,0,0,0,0,0,0,0
3,0.002673089323138676,-1.882230964301022e-06,0.0001307220987140366,0,0,0,0,0,0,0
4,-0.00189880988126038,-2.415779201280783e-06,0.0001303538138449963,0,0,0,0,0,0,0
5,-0.003588195308691532,-2.415779201280783e-06,0.0001303538138449963,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,17.47700171847621,2.91038304567337e-11,999.9999999999418,-17.47700171847621,-2.91038304567337e-11,-999.9999999998836
0,0,0,0,2,4.415340063506228,17.3973556019555,999.9999999996508,-4.415340063506228,-17.3973556019555,-609.6033402918838
0,0,0,0,3,4.415340063506221,17.39735560196277,609.6033402921748,-4.415340063506221,-17.39735560196277,6.402842700481415e-10
0,0,0,0,4,1.4210854715202e-14,-2.91038304567337e-11,-6.984919309616089e-10,-1.4210854715202e-14,2.91038304567337e-11,-4.656612873077393e-10
0,0,0,0,5,-11.51636234582265,-1.070185122465712e-05,0,11.51636234582265,1.070185122465712e-05,-0.0008187344260911684
0,0,0,0,6,-7.354005532322011,-0.002586416676509273,0,7.354005532322011,0.002586416676509273,-0.2474974054615371
0,0,0,0,7,21.75488287332246,-0.007635357110542529,0,-21.75488287332246,0.007635357110542529,-0.7306367499847576
