1,0,0,-3.629645454135703e-05,0,0,0,0,0,0,0
2,0.0004355320067545906,2.720259764222679e-08,-3.629009260593362e-05,0,0,0,0,0,0,0
3,0.0009797117314063464,7.065446759651399e-08,-3.626306418298513e-05,0,0,0,0,0,0,0
4,0.001523454909873644,1.141063375508012e-07,-3.624223128593687e-05,0,0,0,0,0,0,0
5,0.001958361685304888,1.141063375508012e-07,-3.624223128593698e-05,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,-0.6573303700761788,2.56244364973827,-8.731149137020111e-11,0.6573303700761788,-2.56244364973827,30.74932379706297
0,0,0,0,2,-0.8399854788343075,3.20146634906996,-28.24390116069117,0.8399854788343075,-3.20146634906996,76.26589639682788
0,0,0,0,3,-0.8399854788343077,-4.79853365087547,-76.26589639802114,0.8399854788343077,4.79853365087547,4.287891634798143
0,0,0,0,4,8.881784197001252e-16,1.164153218269348e-10,9.313225746154785e-10,-8.881784197001252e-16,-1.164153218269348e-10,4.656612873077393e-10
0,0,0,0,5,2.615443110685856,-0.04427393148776054,-2.491892650540751,-2.615443110685856,0.04427393148776054,-1.247489235849073
0,0,0,0,6,2.324917015125922,-0.02700051923230662,-1.795998985074549,-2.324917015125922,0.02700051923230662,-0.6227287307501191
0,0,0,0,7,0.6632359781178413,-0.04278944406208268,-2.505422636712971,-0.6632359781178413,0.04278944406208268,-1.331888589410736
