1,0.01744647813239079,0,0.0002307716624975853,0,0,0,0,0,0,0
2,0.01121564324495598,-1.951766671354344e-07,0.0002307716624975831,0,0,0,0,0,0,0
3,0.008446325377350102,-1.753383757405707e-07,0.0002307860280856435,0,0,0,0,0,0,0
4,0.002214532697840534,-1.307022201021274e-07,0.0002308172861864534,0,0,0,0,0,0,0
5,-0.0005552747363969043,-1.307022201021274e-07,0.0002308172861864532,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2.096132346145521,-7.421476766467094e-10,-6.868503987789154e-09,-2.096132346145521,7.421476766467094e-10,-1.187436282634735e-08
0,0,0,0,2,-0.4793774328383362,5.694445076340344,-0.5501326380763203,0.4793774328383362,-5.694445076340344,68.88347355416045
0,0,0,0,3,-0.4793774328383349,-2.615554922354931,-68.88347356300801,0.4793774328383349,2.615554922354931,-1.736509340582415
0,0,0,0,4,0,5.820766091346741e-11,9.313225746154785e-10,0,-5.820766091346741e-11,4.656612873077393e-10
0,0,0,0,5,1.484888976586717,0.01529764357002313,0.8821670000487072,-1.484888976586717,-0.01529764357002313,0.441079168758294
0,0,0,0,6,1.23406616427266,0.0137700530062404,0.8543423397631369,-1.23406616427266,-0.0137700530062404,0.4522354362691183
0,0,0,0,7,6.249792094001953,0.007358744485759239,0.550132628928292,-6.249792094001953,-0.007358744485759239,0.1481052064842447
